Id;Ime;Obdobje;Narodnost;Smer;Kraj 
4075;WILLIAMS, Hugh William;Romanticism;Scottish;painter;
572;BOUCHER, François;Rococo;French;painter;
456;BILIVERT, Giovanni;Baroque;Italian;painter;Florence
1844;JAERSVELT, Reijnier van;Northern Renaissance;Flemish;goldsmith;Antwerp
2134;LIPPI, Fra Filippo;Early Renaissance;Italian;painter;Florence
1165;DUQUESNOY, François;Baroque;Flemish;sculptor;Rome
1944;KOEKKOEK, Barend Cornelis;Romanticism;Dutch;painter;
1817;IVÁNYI GRÜNWALD, Béla;Impressionism;Hungarian;painter;
713;CARREÑO DE MIRANDA, Juan;Baroque;Spanish;painter;Madrid
198;BRAY, Joseph de;Baroque;Dutch;painter;Haarlem
116;ARALDI, Alessandro;High Renaissance;Italian;painter;Parma
1641;GRUBICY DE DRAGON, Vittore;Impressionism;Italian;painter;
285;BARENDSZ., Dirck;Mannerism;Dutch;painter;Amsterdam
3938;VIANEN, Adam van;Baroque;Dutch;goldsmith;Utrecht
2697;NICCOLÒ DELL' ARCA;Early Renaissance;Italian;sculptor;Bologna
1550;GIRALDI, Guglielmo;Early Renaissance;Italian;illuminator;Ferrara
1057;DELOYE, Gustave;Realism;French;sculptor;
852;CLOSTERMAN, John;Baroque;German;painter;London
669;CANOVA, Antonio;Neoclassicism;Italian;sculptor;
2758;OLLIVIER, Michel-Barthélémy;Neoclassicism;French;painter;Paris
1894;KEIL, Bernhard;Baroque;Danish;painter;Rome
1853;JÄRNEFELT, Eero;Impressionism;Finnish;painter;
1973;KYHN, Vilhelm;Romanticism;Danish;painter;
2020;LAURI, Filippo;Baroque;Italian;painter;Rome
3856;VANDERLYN, John;Romanticism;American;painter;
255;BUGLIONI, Benedetto;Early Renaissance;Italian;sculptor;Florence
410;BERGOGNONE, Ambrogio;High Renaissance;Italian;painter;Lombardy
3659;TEMANZA, Tommaso;Rococo;Italian;architect;Venice
1699;HEIL, Daniel van;Baroque;Flemish;painter;Brussels
860;CODUSSI, Mauro;High Renaissance;Italian;architect;Venice
1582;GORDEYEV, Fyodor Gordeyevich;Neoclassicism;Russian;sculptor;St. Petersburg
2049;LEFEBVRE, Claude;Baroque;French;painter;
4033;WEBER, Giovanni Zanobio;Neoclassicism;Italian;sculptor;Florence
1474;GÉRARD, Marguerite;Rococo;French;painter;Paris
2640;MOILLON, Louise;Baroque;French;painter;Paris
3786;UGOLINO DI NERIO;Medieval;Italian;painter;Siena
3841;VALCKENBORCH, Frederik van;Baroque;Flemish;painter;
1209;ESCALANTE, Juan Antonio Frias y;Baroque;Spanish;painter;Madrid
3269;ROSSO, Medardo;Impressionism;Italian;sculptor;
3411;SCHICK, Christian Gottlieb;Neoclassicism;German;painter;
2017;LAURANA, Luciano;Early Renaissance;Italian;architect;
3348;SANCHEZ COTÁN, Juan;Baroque;Spanish;painter;
2028;LE GROS, Pierre the Younger;Baroque;French;painter;
2680;NEER, Aert van der;Baroque;Dutch;painter;Amsterdam
1969;KUCHARSKI, Aleksander;Rococo;Polish;painter;Paris
2737;NUVOLONE, Giuseppe;Baroque;Italian;painter;Milan
3900;VERELST, Pieter Harmensz.;Baroque;Dutch;painter;
4106;WYLD, William;Realism;English;painter;
2830;PAOLINO, Fra;High Renaissance;Italian;painter;Pistoia
136;ASSTEYN, Bartholomeus;Baroque;Dutch;painter;Dordrecht
1935;KNOLLER, Martin;Neoclassicism;Austrian;painter;Italy
3974;VIVARINI, Alvise;Early Renaissance;Italian;painter;Venice
3559;SPRANGER, Bartholomaeus;Mannerism;Flemish;painter;Prague
2097;LEVITSKY, Dmitry Grigorevich;Rococo;Russian;painter;
3006;PONCE, Jacquiot;Mannerism;French;sculptor;
1173;DUSEIGNEUR, Jehan;Romanticism;French;sculptor;
2815;PALLADIO, Andrea;High Renaissance;Italian;architect;
2389;MARTINCOURT, Étienne;Rococo;French;sculptor;Paris
3966;VISCHER, Peter the Elder;Northern Renaissance;German;sculptor;Nuremberg
3369;SARAZIN DE BELMONT, Louise Joséphine;Realism;French;painter;Paris
1842;JACQUOT, Georges;Romanticism;French;sculptor;
3338;SALVIATI, Cecchino del;Mannerism;Italian;painter;Florence
4014;VUCHT, Jan van;Baroque;Dutch;painter;Rotterdam
3791;UKHTOMSKY, Konstantin Andreyevich;Realism;Russian;painter;St. Petersburg
1869;JONGKIND, Johan Barthold;Impressionism;Dutch;painter;France
2771;ORLOVSKY, Aleksandr Osipovich;Romanticism;Russian;painter;St. Petersburg
658;CUYP, Benjamin Gerritsz.;Baroque;Dutch;painter;Dordrecht
3839;VALADIER, Luigi;Neoclassicism;Italian;sculptor;Rome
2838;PARET Y ALCAZÁR, Luis;Rococo;Spanish;painter;
916;CORNELIS VAN HAARLEM;Mannerism;Dutch;painter;Haarlem
1152;DUMONSTIER, Daniel;Baroque;French;painter;Paris
805;CHODOWIECKI, Daniel Nikolaus;Rococo;Polish;painter;Berlin
2237;MAHU, Cornelis;Baroque;Flemish;painter;Antwerp
3824;UNKNOWN MASTERS, Spanish;Medieval;Spanish;sculptor;
1032;DAVIS, Richard Barrett;Romanticism;English;painter;London
3327;SAINT-QUENTIN, Jacques-Philip-Joseph de;Rococo;French;painter;
187;BARABÁS, Miklós;Romanticism;Hungarian;painter;
1047;DELANE, Solomon;Rococo;Irish;painter;Dublin
577;BOUDIN, Eugène;Impressionism;French;painter;Paris
381;BENCZÚR, Gyula;Realism;Hungarian;painter;
3472;SHCHEDRIN, Feodosy Fyodorovich;Neoclassicism;Russian;sculptor;St. Petersburg
1031;DAVID, Jacques-Louis;Neoclassicism;French;painter;
994;D'ORSI, Achille;Realism;Italian;sculptor;Naples
855;CLOVIO, Giulio;High Renaissance;Italian;illuminator;Rome
3650;TARSIA, Antonio;Baroque;Austrian;sculptor;Venice
2310;MOUCHERON, Frederick de;Baroque;Dutch;painter;Amsterdam
751;CAVALLINO, Bernardo;Baroque;Italian;painter;Naples
1286;FEUCHTMAYR, Joseph Anton;Baroque;German;sculptor;
162;BAEN, Jan de;Baroque;Dutch;painter;
509;BOLDINI, Giovanni;Impressionism;Italian;painter;
2176;LÓPEZ Y PIQUER, Luis;Romanticism;Spanish;painter;Valencia
3155;RIBALTA, Juan;Baroque;Spanish;painter;Valencia
2616;MIJTENS, Daniel I;Baroque;Dutch;painter;London
2557;MELZI, Francesco;High Renaissance;Italian;painter;
3831;USSI, Stefano;Realism;Italian;painter;Florence
3896;VERBRUGGEN, Hendrick Frans;Baroque;Flemish;sculptor;Antwerp
1088;DIJCK, Floris Claesz van;Baroque;Dutch;painter;Haarlem
237;BRUEGHEL, Ambrosius;Baroque;Flemish;painter;
433;BERTUCCIO DA VENEZIA;Medieval;Italian;goldsmith;Venice
683;CARAVAGGIO;Baroque;Italian;painter;Rome
4039;WEIDITZ, Christoph;Northern Renaissance;German;sculptor;
1651;GUARIENTO d'Arpo;Medieval;Italian;painter;Padua
616;CAFFI, Margherita ;Baroque;Italian;painter;
2193;LOTTO, Lorenzo;High Renaissance;Italian;painter;Venice
2731;NOUAILHER, Couly II;High Renaissance;French;goldsmith;Limoges
891;CONSTABLE, John;Romanticism;English;painter;
3149;RÉVOIL, Pierre;Romanticism;French;painter;Lyon
1;AAGAARD, Carl Frederik;Realism;Danish;painter;Copenhagen
3394;SCHADOW, Wilhelm von;Romanticism;German;painter;
1880;JOUVENET, Jean-Baptiste;Baroque;French;painter;
3308;RYCKAERT, David the Younger;Baroque;Flemish;painter;Antwerp
3631;SWEERTS, Michiel;Baroque;Flemish;painter;
1774;HOSCHEDÉ-MONET, Blanche;Impressionism;French;painter;Giverny
2647;MOLENAER, Bartholomeus;Baroque;Dutch;painter;Haarlem
2835;PARACCA, Giovanni Antonio;Mannerism;Italian;sculptor;Rome
2019;LAURETI, Tommaso;Mannerism;Italian;painter;
435;BESNARD, Albert;Realism;French;painter;Paris
780;CHAMBERLIN, Mason the Elder;Rococo;English;painter;
2706;NICOL, Erskine;Realism;Scottish;painter;
888;CONGNET, Gillis;Mannerism;Flemish;painter;
4099;WRIGHT, John Michael;Baroque;English;painter;
715;CARRIERA, Rosalba;Baroque;Italian;painter;Venice
1144;DUCCIO di Buoninsegna;Medieval;Italian;painter;Siena
2394;MARTORELL, Bernat;Early Renaissance;Catalan;painter;Barcelona
1852;JAQUOTOT, Marie-Victoire;Rococo;French;painter;Sèvres
511;BOLGI, Andrea;Baroque;Italian;sculptor;Rome
755;CAVEDONE, Giacomo;Baroque;Italian;painter;Bologna
3549;SPEECKAERT, Hans;Mannerism;Flemish;painter;Rome
1396;FRYTOM, Frederik van;Baroque;Dutch;potter;Delft
3956;VILLARD DE HONNECOURT;Medieval;French;architect;
3916;VERMEER, Barent;Baroque;Dutch;painter;Haarlem
3937;VEYRIER, Cristophe;Baroque;French;sculptor;
3922;VERNET, Carle;Neoclassicism;French;painter;Paris
3000;POLLAIUOLO, Piero del;Early Renaissance;Italian;painter;Florence
2277;MOOR, Carel de II;Baroque;Dutch;painter;
1079;DIAMANTE, Fra;Early Renaissance;Italian;painter;
1609;GREBBER, Frans Pietersz. de;Baroque;Netherlandish;painter;Haarlem
2876;PELLEGRINO DA SAN DANIELE;High Renaissance;Italian;painter;Friuli
3553;SPINAZZI, Innocenzo;Baroque;Italian;sculptor;Florence
3375;SARTORIUS, John Nost;Rococo;English;painter;
3545;SPADINO, Giovanni Paolo;Baroque;Italian;painter;Rome
754;CAVAZZOLA;High Renaissance;Italian;painter;Verona
1646;GUALTIERO PADOVANO;High Renaissance;Italian;painter;Padua
3747;TRABALLESI, Giuliano;Neoclassicism;Italian;painter;Milan
690;CARLONE, Carlo Innocenzo;Baroque;Italian;painter;
294;BARRE, Jean-Jacques;Romanticism;French;sculptor;Paris
188;BARATTA, Giovanni di Isidoro;Rococo;Italian;sculptor;
1279;FERRATA, Ercole;Baroque;Italian;sculptor;
1577;GONZÁLEZ VELÁZQUEZ, Antonio;Rococo;Spanish;painter;Madrid
3968;VISHNYAKOV, Ivan Yakovlevich;Baroque;Russian;painter;
1183;ECKARDT, Christian Frederik Emil;Realism;Danish;painter;Copenhagen
1544;GIOVANNI DI NICOLA DA PISA;Medieval;Italian;painter;Pisa
2763;OOSTEN, Izaac van;Baroque;Flemish;painter;Antwerp
2764;OOSTERWIJK, Maria van;Baroque;Dutch;painter;
2356;MARGARITO D'AREZZO;Medieval;Italian;painter;Arezzo
1233;FACCHETTI, Pietro;Mannerism;Italian;painter;Rome
2733;NOVELLI, Pietro;Baroque;Italian;painter;Sicily
2154;LOMBARDI, Alfonso;High Renaissance;Italian;sculptor;Emilia
3808;UNKNOWN MASTERS, German;Medieval;German;painter;Cologne
3461;SERODINE, Giovanni;Baroque;Italian;painter;Rome
195;BRANDI, Giacinto;Baroque;Italian;painter;
2475;MASTER of the Hours of Maréchal de Boucicaut;Medieval;French;illuminator;Paris
559;BOSSCHAERT, Ambrosius the Younger;Baroque;Dutch;painter;Utrecht
1811;ISABEY, Jean-Baptist;Romanticism;French;miniaturist;
1490;GHIRLANDAIO, Davide;Early Renaissance;Italian;painter;Florence
3370;SARAZIN, Jacques;Baroque;French;sculptor;
532;BONSIGNORI, Francesco;Early Renaissance;Italian;painter;Verona
1227;FABISCH, Joseph-Hugues;Romanticism;French;sculptor;Lyon
67;AMMANATI, Bartolomeo;Mannerism;Italian;architect;
514;BOLTRAFFIO, Giovanni Antonio;Early Renaissance;Italian;painter;Milan
20;AENVANCK, Theodoor;Baroque;Flemish;painter;Antwerp
983;CRESPI, Giuseppe Maria;Baroque;Italian;painter;Bologna
1988;LAJOUE, Jacques de;Baroque;French;painter;Paris
3907;VERHAEGEN, Theodoor;Baroque;Flemish;sculptor;Mechelen
377;BEMBO, Benedetto;Early Renaissance;Italian;painter;Cremona
1908;KEUNINCK, Kerstiaen de;Mannerism;Flemish;painter;
1659;GUGGENBICHLER, Johann Meinrad;Baroque;Swiss;sculptor;Upper Austria
3175;RIESENER, Henri-François;Neoclassicism;French;painter;
3392;SCHADOW, Johann Gottfried;Neoclassicism;German;sculptor;
1148;DUCREUX, Rose-Adélaide;Rococo;French;painter;
441;BEVILACQUA, Giovanni Carlo;Neoclassicism;Italian;painter;Venice
417;BERNARD, Joseph;Impressionism;French;sculptor;Paris
1740;HOARE, Prince;Neoclassicism;English;painter;
36;ALBERTI, Leon Battista;Early Renaissance;Italian;architect;
2213;MAAS, Dirk;Baroque;Dutch;painter;Haarlem
3825;UNTERBERGER, Christoph;Rococo;Austrian;painter;Rome
2312;MOYA, Pedro de;Baroque;Spanish;painter;
3767;TROYEN, Rombout van;Baroque;Dutch;painter;Amsterdam
3207;ROBERTS, David;Romanticism;Scottish;painter;
14;ADEMOLLO, Luigi;Neoclassicism;Italian;painter;Florence
2371;MARKÓ, Károly the Elder;Romanticism;Hungarian;painter;
1083;DÍAZ, Diego Valentín;Baroque;Spanish;painter;Valladolid
761;CAZIN, Jean-Charles;Realism;French;painter;
2597;MICHELI, Parrasio;Mannerism;Italian;painter;Venice
1297;FINSON, Louis;Mannerism;Flemish;painter;
2808;PAJOU, Augustin;Rococo;French;sculptor;
3766;TROYE, Edward;Romanticism;American;painter;
3474;SHCHEDRIN, Sil'vestr Fedosyevich;Romanticism;Russian;painter;Italy
1298;FIORENZO DI LORENZO;Early Renaissance;Italian;painter;Perugia
3702;TINTORE, Simone del;Baroque;Italian;painter;Lucca
2465;MASTER of the Catholic Kings;Early Renaissance;Spanish;painter;Castilia
3775;TUBY, Jean-Baptiste;Baroque;French;sculptor;
470;BLECHEN, Karl;Romanticism;German;painter;
2050;LEFEBVRE, Jules-Joseph;Realism;French;painter;Paris
2904;PERUZZI, Baldassare;High Renaissance;Italian;architect;Rome
3462;SEROV, Valentin;Realism;Russian;painter;
1460;GEIKIE, Walter;Romanticism;Scottish;painter;Edinburgh
3282;ROYER, Lodewijk;Romanticism;Flemish;sculptor;Amsterdam
979;CRÉPIN, Louis Philippe;Romanticism;French;painter;Paris
1926;KNEBEL, Franz;Romanticism;Swiss;painter;Rome
2922;PIANCA, Giuseppe Antonio;Baroque;Italian;painter;Novara
1777;HOUBRAKEN, Arnold;Baroque;Dutch;painter;
944;COUDER, Auguste;Romanticism;French;painter;
2917;PEYRON, Jean-François-Pierre;Neoclassicism;French;painter;
716;CARRIÈRE, Eugène;Realism;French;painter;Paris
3150;REVOL, Claude-Louis-Marie;Realism;French;painter;Lyon
3827;URBANI, Andrea;Rococo;Italian;painter;
3648;TARBELL, Edmund Charles;Impressionism;American;painter;
1601;GRANACCI, Francesco;High Renaissance;Italian;painter;Florence
2856;PATCH, Thomas;Rococo;English;painter;Florence
3342;SAMACCHINI, Orazio;Mannerism;Italian;painter;Bologna
845;CLEVE, Hendrick van III;Mannerism;Flemish;painter;Antwerp
209;BREGNO, Giovanni Battista;Early Renaissance;Italian;sculptor;
1836;JACOPO DELLA PILA;Early Renaissance;Italian;sculptor;Naples
2358;MARIESCHI, Michele;Baroque;Italian;painter;Venice
223;BROECK, Elias van den;Baroque;Dutch;painter;Amsterdam
586;BOURDICHON, Jean;Early Renaissance;French;illuminator;Tours
1196;EMBRIACHI, Baldassare degli;Medieval;Italian;sculptor;
1698;HEIDELOFF, Josef;Rococo;German;painter;Vienna
203;BREDAEL, Joseph van;Baroque;Flemish;painter;
1666;GUIDOBONO, Bartolomeo;Baroque;Italian;painter;
1730;HEYERDAHL, Hans Olaf;Impressionism;Norwegian;painter;
1701;HEIMBACH, Wolfgang;Baroque;German;painter;
4146;ZUCCHI, Jacopo;Mannerism;Italian;painter;Florence
216;BRIDELL, Frederick Lee;Realism;English;painter;Southampton
619;CAGNACCI, Guido;Baroque;Italian;painter;
1806;INGLÉS, Jorge;Early Renaissance;Spanish;painter;Castile
2153;LOMBARD, Lambert;Mannerism;Flemish;painter;Liège
621;CAIRO, Francesco del;Baroque;Italian;painter;
2551;MELBYE, Anton;Romanticism;Danish;painter;
2368;MARIS, Willem;Impressionism;Dutch;painter;The Hague
2218;MACHUCA, Pedro;High Renaissance;Spanish;architect;Granada
1163;DUPRÉ, Louis;Romanticism;French;painter;
2043;LEDERER, Jörg;Northern Renaissance;German;sculptor;Upper Swabia
376;BELVEDERE, Andrea;Baroque;Italian;painter;Naples
3884;VELDE, Jan van de, I;Baroque;Dutch;painter;
2728;NORDSTRÖM, Karl Fredrik;Impressionism;Swedish;painter;
1848;JANSSENS, Abraham;Baroque;Flemish;painter;Antwerp
2545;MEHUS, Livio;Baroque;Flemish;painter;Florence
3537;SONNENSCHEIN, Johann Valentin;Rococo;German;sculptor;
3536;SON, Joris van;Baroque;Flemish;painter;
38;ALBOTTO, Francesco;Baroque;Italian;painter;Venice
253;BUFFALMACCO, Bounamico;Medieval;Italian;painter;Pisa
1907;KETEL, Cornelis;Mannerism;Dutch;painter;
353;BEHAM, Hans Sebald;Northern Renaissance;German;painter;
2515;MATTEO DI SER CAMBIO;Early Renaissance;Italian;illuminator;Perugia
3928;VERSPRONCK, Jan Cornelisz;Baroque;Dutch;painter;Haarlem
1717;HERRERA, Juan de;Mannerism;Spanish;architect;
788;CHARLES, James;Realism;English;painter;
625;CALENDARIO, Filippo;Medieval;Italian;sculptor;Venice
835;CLAUDE LORRAIN;Baroque;French;painter;Rome
3051;PROCACCINI, Ercole I;Mannerism;Italian;painter;Milan
734;CASTIGLIONE, Giovanni Benedetto;Baroque;Italian;painter;Genoa
4089;WITZ,Konrad;Northern Renaissance;Swiss;painter;Basle
3930;VERTANGEN, Daniel;Baroque;Dutch;painter;Amsterdam
3142;RENARD DE SAINT-ANDRÉ, Simon;Baroque;French;painter;Paris
1337;FORTUNY Y MARSAL, Mariano;Impressionism;Spanish;painter;
2464;MASTER of the Castello Nativity;Early Renaissance;Italian;painter;Florence
4134;ZIMMERMANN, Dominikus;Rococo;German;sculptor;Bavaria
2151;LOISEAU, Gustave;Impressionism;French;painter;
603;CABANEL, Alexandre;Realism;French;painter;Paris
254;BUGIARDINI, Giuliano;High Renaissance;Italian;painter;Florence
2212;LUYCKX, Frans;Baroque;Flemish;painter;
344;BEERT, Osias the Elder;Baroque;Flemish;painter;Antwerp
2873;PEETERS, Jan;Baroque;Flemish;painter;
3095;RAGUENET, Nicolas-Jean-Baptiste;Rococo;French;painter;Paris
414;BERMEJO, Bartolomé;Early Renaissance;Spanish;painter;
1200;ENGERT, Erasmus;Romanticism;Austrian;painter;Vienna
3479;SICIOLANTE DA SERMONETA, Girolamo;Mannerism;Italian;painter;
2348;MARCELLINI, Carlo Andrea;Baroque;Italian;sculptor;
2494;MASTER of the Piccolomini Madonna;Early Renaissance;Italian;sculptor;Siena
3463;SERPOTTA, Giacomo;Baroque;Italian;sculptor;Sicily
1721;HERRING, John Frederick the Younger;Realism;English;painter;London
1891;KAULBACH, Wilhelm von;Romanticism;German;painter;
1627;GRIMALDI, Giovanni Francesco;Baroque;Italian;painter;Rome
1197;ENDER, Johann;Romanticism;Austrian;painter;
202;BREDAEL, Jan Frans van;Baroque;Flemish;painter;Antwerp
3569;STEEN, Jan;Baroque;Dutch;painter;Leiden
1413;GAGNERAUX, Bénigne;Neoclassicism;French;painter;Italy
4069;WILLAERTS, Adam;Baroque;Dutch;painter;Utrecht
2481;MASTER of the Legend of Saint Lucy;Northern Renaissance;Flemish;painter;Bruges
2676;NAZARI, Bartolomeo;Baroque;Italian;painter;Venice
1100;DOLCI, Carlo;Baroque;Italian;painter;Florence
2654;MOLYN, Pieter de;Baroque;Dutch;painter;Haarlem
3560;SQUARCIONE, Francesco;Early Renaissance;Italian;painter;Padua
1909;KEY, Adriaen Thomasz;Mannerism;Flemish;painter;Antwerp
2925;PIAZZA DA LODI, Martino;High Renaissance;Italian;painter;Lodi
576;BOUDEWIJNS, Adriaen Frans;Baroque;Flemish;painter;
3879;VELÁZQUEZ, Diego Rodriguez de Silva y;Baroque;Spanish;painter;
4143;ZUCCARO, Taddeo;Mannerism;Italian;painter;Rome
182;BAMBAIA;High Renaissance;Italian;sculptor;Milan
1288;FIAMMINGO, Paolo;Mannerism;Flemish;painter;Venice
3677;THEOPHANES the Greek;Medieval;Greek;painter;Russia
2696;NICCOLÒ DA FOLIGNO;Early Renaissance;Italian;painter;Umbria
1939;KOBELL, Jan II;Neoclassicism;Dutch;painter;
2075;LENS, Andries Cornelis;Rococo;Flemish;painter;
2628;MINDERHOUT, Hendrik van;Baroque;Flemish;painter;Bruges
357;BELBELLO DA PAVIA, Luchino;Early Renaissance;Italian;illuminator;Lombardy
985;CRETI, Donato;Baroque;Italian;painter;Bologna
3386;SCACCO, Cristoforo;Early Renaissance;Italian;painter;
3695;TIEPOLO, Giovanni Battista;Rococo;Italian;painter;Venice
1326;FONTANA, Lavinia;Mannerism;Italian;painter;
2930;PICHLER, Joseph von;Rococo;Austrian;painter;Vienna
273;BUSHNELL, John;Baroque;English;sculptor;
84;ANGELLIS, Pieter;Rococo;Flemish;painter;
1849;JANSSENS, Hieronymus;Baroque;Flemish;painter;Antwerp
100;ANTICO;Early Renaissance;Italian;sculptor;Mantua
87;ANGELUCCIO;Baroque;Italian;painter;Rome
3382;SAVIN, Paolo di Matteo;High Renaissance;Italian;sculptor;Venice
1906;KESSEL, Jan van, I;Baroque;Flemish;painter;Antwerp
394;BENSON, Willem;Northern Renaissance;Flemish;painter;Bruges
2463;MASTER of the Cassoni Campana;High Renaissance;Italian;painter;Florence
4113;ZACCAGNI, Bernardino;High Renaissance;Italian;architect;Parma
2031;LE NAIN brothers;Baroque;French;painter;
558;BOSSCHAERT, Ambrosius the Elder;Baroque;Dutch;painter;Utrecht
1269;FERNÁNDEZ, Pedro;High Renaissance;Spanish;painter;
2984;PO, Giacomo del;Baroque;Italian;painter;Naples
1500;GIBSON, John;Neoclassicism;English;sculptor;
35;ALBERTI, Giovanni;Mannerism;Italian;painter;Rome
2194;LOTZ, Károly;Romanticism;Hungarian;painter;Budapest
1375;FRANCO, Battista;High Renaissance;Italian;painter;Venice
1992;LAMBERT, George;Baroque;English;painter;London
868;COLE, Thomas;Romanticism;American;painter;
2398;MARZIALE, Marco;Early Renaissance;Italian;painter;Venice
7;ABEELE, Pieter van;Baroque;Dutch;sculptor;Amsterdam
1840;JACQUEMART DE HESDIN;Medieval;French;illuminator;
481;BLOEMEN, Norbert van;Baroque;Flemish;painter;
1303;FLAMEN, Anselme;Baroque;French;sculptor;
2135;LIPPI, Lorenzo;Baroque;Italian;painter;Florence
2489;MASTER of the Osservanza;Early Renaissance;Italian;painter;Siena
1931;KNIP, Henriëtte Geertruida;Romanticism;Dutch;painter;
2120;LIMBOURG brothers (Herman, Jean, Paul);Northern Renaissance;Netherlandish;illuminator;Burgundy
2773;ORRENTE, Pedro;Baroque;Spanish;painter;Valencia
2759;OMMEGANCK, Balthazar Paul;Rococo;Flemish;painter;Antwerp
4004;VOUET, Simon;Baroque;French;painter;
2179;LORENTINO D'AREZZO;Early Renaissance;Italian;painter;Arezzo
2834;PAOLO VENEZIANO;Medieval;Italian;painter;Venice
628;CALLET, Antoine-François;Rococo;French;painter;
2553;MELIORE;Medieval;Italian;painter;Florence
3249;ROSA, Salvator;Baroque;Italian;painter;
2035;LE SUEUR, Eustache;Baroque;French;painter;
2656;MOMPER, Frans de;Baroque;Flemish;painter;Antwerp
1050;DELEMER, Jean;Northern Renaissance;Flemish;sculptor;Tournai
2936;PIER FRANCESCO FIORENTINO;Early Renaissance;Italian;painter;Florence
102;ANTOLINEZ, José;Baroque;Spanish;painter;Madrid
3192;RIPANDA, Jacopo;High Renaissance;Italian;painter;Rome
2753;OLIVER, Isaac;Baroque;English;miniaturist;
3967;VISCHER, Peter the Younger;Northern Renaissance;German;sculptor;Nuremberg
2138;LISAERT, Pieter III;Mannerism;Flemish;painter;Antwerp
3933;VERWER, Justus de;Baroque;Dutch;painter;Amsterdam
3059;PSEUDO-PIER FRANCESCO FIORENTINO;Early Renaissance;Italian;painter;Florence
1487;GHERARDO DI GIOVANNI DEL FORA;Early Renaissance;Italian;illuminator;Florence
841;CLÉRISSEAU, Charles Louis;Neoclassicism;French;architect;
3122;REDON, Odilon;Impressionism;French;painter;
3539;SORGH, Hendrick Maertensz.;Baroque;Dutch;painter;Rotterdam
3703;TINTORETTO;Mannerism;Italian;painter;Venice
1023;DARET, Jacques;Northern Renaissance;Flemish;painter;Tournai
3273;ROTTMANN, Carl;Romanticism;German;painter;
3033;POYET, Jean;Early Renaissance;French;illuminator;Tours
1956;KOZLOVSKY, Mikhail Ivanovich;Neoclassicism;Russian;sculptor;St. Petersburg
243;BRUNELLESCHI, Filippo;Early Renaissance;Italian;architect;Florence
2620;MILANI, Aureliano;Baroque;Italian;painter;
2819;PALMER, Samuel;Romanticism;English;painter;
2688;NETSCHER, Caspar;Baroque;Dutch;painter;The Hague
190;BRAMANTINO;Early Renaissance;Italian;painter;Lombardy
4105;WYCK, Jan;Baroque;Dutch;painter;Britain
1872;JOOS van Wassenhove;Northern Renaissance;Flemish;painter;Urbino
3332;SALMON, Robert;Romanticism;American;painter;
3810;UNKNOWN MASTERS, German;Northern Renaissance;German;painter;
3478;SIBILLA, Gijsbert Jansz.;Baroque;Dutch;painter;Weesp
3970;VITALI, Ivan Petrovich;Neoclassicism;Russian;sculptor;St. Petersburg
3157;RIBOT, Théodule-Augustin;Realism;French;painter;
3145;REPIN, Ilya Yefimovich;Realism;Russian;painter;
2724;NONO, Luigi;Realism;Italian;painter;Venice
3341;SALZILLO, Francisco;Baroque;Spanish;sculptor;
686;CARDUCHO, Vicente;Baroque;Spanish;painter;
2507;MASTER THEODERIC;Medieval;Bohemian;painter;Prague
1573;GOLTZIUS, Hendrick;Mannerism;Dutch;painter;
1704;HEISS, Johann;Baroque;German;painter;
1600;GRAN, Daniel;Baroque;Austrian;painter;
379;BEMBO, Giovan Francesco;High Renaissance;Italian;painter;Cremona
486;BLONDEL, Merry-Joseph;Neoclassicism;French;painter;Paris
912;CORMON, Fernand;Realism;French;painter;Paris
3036;PRADIER, James;Neoclassicism;Swiss;sculptor;
513;BOLLONGIER, Hans;Baroque;Dutch;painter;Haarlem
2072;LEMOYNE, Jean-Louis;Baroque;French;sculptor;Paris
1895;KEIRINCKX, Alexander;Baroque;Flemish;painter;
4126;ZEEUW, Cornelis de;Mannerism;Flemish;painter;Antwerp
2612;MIGNOT, Pierre-Philippe;Rococo;French;sculptor;Paris
3167;RICHTER, Adrian Ludwig;Romanticism;German;painter;
539;BORDONE, Paris;High Renaissance;Italian;painter;Venice
450;BICCI, Lorenzo di;Early Renaissance;Italian;painter;Florence
2604;MIERIS, Frans van, the Elder;Baroque;Dutch;painter;Leiden
4127;ZEILLER, Jakob Johann;Rococo;German;painter;
1418;GALEOTTI, Pietro Paolo;Mannerism;Italian;sculptor;Florence
563;BOSSUIT, Francis van;Baroque;Flemish;sculptor;Amsterdam
1136;DUBOIS, Paul;Realism;French;sculptor;Paris
1863;JOLI, Antonio;Baroque;Italian;painter;
557;BOSSCHAERT, Abraham;Baroque;Dutch;painter;Utrecht
2896;PERRAUD, Jean-Joseph;Realism;French;sculptor;Paris
2461;MASTER of the Blue Jeans;Baroque;Italian;painter;Lombardy
1383;FREUND, Hermann Ernst;Romanticism;Danish;sculptor;
3669;TERILLI, Francesco;Baroque;Italian;sculptor;Feltre
3086;QUINSA, Giovanni;Baroque;Spanish;painter;Naples
2103;LEYSTER, Judith;Baroque;Dutch;painter;Haarlem
820;CINGANELLI, Michelangelo;Baroque;Italian;painter;Florence
3892;VERBOECKHOVEN, Eugène-Joseph;Romanticism;Belgian;painter;Brussels
2744;OCHTERVELT, Jacob;Baroque;Dutch;painter;Amsterdam
2538;MAZZONI, Sebastiano;Baroque;Italian;painter;Venice
3687;THORNHILL, Sir James;Baroque;English;painter;
